customer_id,product_id,order_date,quantity,last_refill_date
C045,P101,2023-05-18 23:12:25,29,2023-05-18 23:12:25
C037,P102,2024-06-15 18:37:01,6,2024-06-15 18:37:01
C016,P102,2024-11-26 21:38:38,49,2024-11-26 21:38:38
C048,P102,2024-02-21 21:09:43,36,2024-02-21 21:09:43
C027,P102,2023-12-20 11:02:55,20,2023-12-20 11:02:55
C015,P101,2024-03-13 01:27:02,43,2024-03-13 01:27:02
C023,P102,2023-08-16 20:09:48,35,2023-08-16 20:09:48
C044,P101,2024-12-11 02:03:48,7,2024-12-11 02:03:48
C006,P101,2024-11-30 04:51:46,10,2024-11-30 04:51:46
C010,P101,2023-11-29 14:33:11,7,2023-11-29 14:33:11
C003,P102,2023-01-23 00:07:00,10,2023-01-23 00:07:00
C044,P101,2023-01-04 19:22:51,9,2023-01-04 19:22:51
C003,P101,2024-04-18 06:41:50,5,2024-04-18 06:41:50
C019,P101,2024-08-23 12:13:12,11,2024-08-23 12:13:12
C005,P101,2023-05-14 13:07:20,7,2023-05-14 13:07:20
C016,P101,2023-04-12 23:21:41,9,2023-04-12 23:21:41
C001,P102,2023-09-15 06:25:33,26,2023-09-15 06:25:33
C021,P101,2023-10-31 08:08:54,26,2023-10-31 08:08:54
C016,P102,2023-01-22 12:57:50,33,2023-01-22 12:57:50
C006,P102,2023-11-18 11:57:09,12,2023-11-18 11:57:09
C013,P101,2024-09-18 23:19:49,25,2024-09-18 23:19:49
C020,P101,2023-08-16 19:43:42,12,2023-08-16 19:43:42
C045,P102,2024-06-21 01:52:10,25,2024-06-21 01:52:10
C040,P101,2023-04-24 22:41:26,27,2023-04-24 22:41:26
C022,P101,2023-01-11 04:47:51,8,2023-01-11 04:47:51
C031,P102,2023-09-05 09:04:36,12,2023-09-05 09:04:36
C036,P101,2024-10-06 20:06:36,28,2024-10-06 20:06:36
C038,P101,2024-12-04 22:07:22,5,2024-12-04 22:07:22
C002,P101,2024-08-04 09:49:12,39,2024-08-04 09:49:12
C024,P102,2024-09-09 21:00:41,35,2024-09-09 21:00:41
C022,P101,2023-06-28 12:50:56,44,2023-06-28 12:50:56
C038,P101,2023-05-18 06:35:36,23,2023-05-18 06:35:36
C045,P102,2024-07-08 21:37:21,7,2024-07-08 21:37:21
C022,P102,2023-09-19 14:01:20,49,2023-09-19 14:01:20
C011,P101,2024-06-10 22:36:09,43,2024-06-10 22:36:09
C013,P102,2024-05-14 11:39:36,7,2024-05-14 11:39:36
C019,P101,2023-07-09 16:51:00,46,2023-07-09 16:51:00
C018,P101,2023-08-27 08:15:45,21,2023-08-27 08:15:45
C004,P102,2023-08-14 12:01:10,26,2023-08-14 12:01:10
C048,P101,2024-05-25 10:16:22,21,2024-05-25 10:16:22
C033,P101,2024-08-20 10:47:00,30,2024-08-20 10:47:00
C041,P102,2024-02-24 21:43:01,7,2024-02-24 21:43:01
C046,P102,2024-03-25 16:41:06,28,2024-03-25 16:41:06
C017,P101,2024-01-21 01:58:12,23,2024-01-21 01:58:12
C049,P102,2023-03-11 23:50:56,20,2023-03-11 23:50:56
C027,P101,2023-02-17 19:03:44,41,2023-02-17 19:03:44
C029,P101,2024-03-03 18:16:20,18,2024-03-03 18:16:20
C015,P102,2024-04-28 20:24:34,36,2024-04-28 20:24:34
C026,P101,2024-02-19 22:54:09,40,2024-02-19 22:54:09
C033,P101,2024-01-18 22:55:46,45,2024-01-18 22:55:46
C043,P101,2024-12-01 00:16:20,40,2024-12-01 00:16:20
C048,P102,2023-06-20 15:23:41,27,2023-06-20 15:23:41
C022,P102,2023-04-17 18:23:41,34,2023-04-17 18:23:41
C038,P101,2023-10-07 08:43:31,25,2023-10-07 08:43:31
C001,P101,2024-08-25 20:56:24,13,2024-08-25 20:56:24
C024,P101,2023-12-23 17:54:13,17,2023-12-23 17:54:13
C015,P101,2023-09-05 23:13:36,42,2023-09-05 23:13:36
C041,P101,2024-04-08 11:04:36,19,2024-04-08 11:04:36
C049,P101,2024-12-16 05:51:08,15,2024-12-16 05:51:08
C039,P101,2024-10-15 04:36:26,17,2024-10-15 04:36:26
C022,P101,2024-11-13 03:55:46,32,2024-11-13 03:55:46
C022,P101,2023-06-10 02:04:23,18,2023-06-10 02:04:23
C030,P102,2024-10-16 05:32:11,38,2024-10-16 05:32:11
C027,P102,2023-12-18 06:56:19,31,2023-12-18 06:56:19
C012,P102,2023-05-29 18:58:35,25,2023-05-29 18:58:35
C048,P102,2024-01-11 13:03:46,16,2024-01-11 13:03:46
C009,P102,2023-10-04 18:32:55,26,2023-10-04 18:32:55
C002,P102,2023-08-06 01:14:59,39,2023-08-06 01:14:59
C026,P101,2023-03-28 20:32:46,41,2023-03-28 20:32:46
C027,P102,2023-11-26 03:33:40,49,2023-11-26 03:33:40
C033,P101,2024-06-21 13:15:01,25,2024-06-21 13:15:01
C012,P102,2024-02-22 23:12:44,31,2024-02-22 23:12:44
C022,P102,2023-08-09 07:21:20,5,2023-08-09 07:21:20
C029,P102,2024-09-09 14:47:59,44,2024-09-09 14:47:59
C002,P102,2024-01-07 07:59:26,47,2024-01-07 07:59:26
C013,P102,2023-02-19 00:46:08,20,2023-02-19 00:46:08
C025,P102,2024-04-07 13:06:34,32,2024-04-07 13:06:34
C044,P101,2023-03-19 19:06:11,5,2023-03-19 19:06:11
C037,P101,2023-01-07 23:39:40,23,2023-01-07 23:39:40
C025,P101,2023-02-02 12:38:09,20,2023-02-02 12:38:09
C022,P101,2024-06-23 05:22:44,10,2024-06-23 05:22:44
C042,P101,2024-11-23 17:25:00,19,2024-11-23 17:25:00
C033,P101,2023-06-17 16:19:33,30,2023-06-17 16:19:33
C040,P101,2024-11-16 05:18:45,19,2024-11-16 05:18:45
C024,P101,2023-03-25 06:20:37,21,2023-03-25 06:20:37
C005,P101,2024-04-28 09:17:26,27,2024-04-28 09:17:26
C039,P101,2024-07-19 09:11:50,8,2024-07-19 09:11:50
C003,P101,2024-10-05 13:01:16,18,2024-10-05 13:01:16
C013,P101,2024-06-05 00:31:48,39,2024-06-05 00:31:48
C024,P101,2024-10-25 11:00:10,27,2024-10-25 11:00:10
C045,P101,2024-02-19 22:42:08,10,2024-02-19 22:42:08
C028,P101,2024-10-16 20:55:54,31,2024-10-16 20:55:54
C004,P101,2023-10-31 04:22:54,16,2023-10-31 04:22:54
C014,P101,2024-04-17 06:39:31,16,2024-04-17 06:39:31
C006,P101,2024-03-03 06:39:52,29,2024-03-03 06:39:52
C002,P101,2024-04-24 15:31:52,46,2024-04-24 15:31:52
C004,P101,2024-09-13 07:43:03,33,2024-09-13 07:43:03
C035,P101,2024-04-27 13:35:07,5,2024-04-27 13:35:07
C020,P101,2024-01-06 14:50:29,25,2024-01-06 14:50:29
C025,P101,2024-08-09 15:59:01,24,2024-08-09 15:59:01
C041,P101,2024-01-25 12:20:58,40,2024-01-25 12:20:58
C003,P101,2024-11-18 17:51:42,32,2024-11-18 17:51:42
C028,P101,2023-11-29 18:11:12,20,2023-11-29 18:11:12
C008,P102,2023-04-11 07:25:27,11,2023-04-11 07:25:27
C014,P101,2024-09-11 16:44:31,27,2024-09-11 16:44:31
C021,P102,2023-06-27 07:57:40,25,2023-06-27 07:57:40
C035,P101,2023-08-01 14:50:25,6,2023-08-01 14:50:25
C022,P102,2023-08-29 12:00:12,15,2023-08-29 12:00:12
C022,P102,2023-08-31 15:39:30,16,2023-08-31 15:39:30
C030,P101,2023-02-16 21:42:54,27,2023-02-16 21:42:54
C035,P102,2024-08-24 08:37:10,24,2024-08-24 08:37:10
C011,P101,2023-04-01 08:43:28,5,2023-04-01 08:43:28
C036,P102,2024-04-15 03:15:27,44,2024-04-15 03:15:27
C031,P101,2024-04-01 14:37:34,14,2024-04-01 14:37:34
C009,P101,2023-01-24 00:58:07,19,2023-01-24 00:58:07
C035,P102,2023-03-14 19:21:59,31,2023-03-14 19:21:59
C017,P102,2024-08-12 19:21:31,46,2024-08-12 19:21:31
C013,P102,2024-06-02 05:57:36,39,2024-06-02 05:57:36
C048,P102,2024-10-02 18:52:59,39,2024-10-02 18:52:59
C030,P101,2023-11-19 11:22:05,21,2023-11-19 11:22:05
C018,P101,2023-03-16 07:45:36,45,2023-03-16 07:45:36
C042,P101,2023-01-29 05:48:04,23,2023-01-29 05:48:04
C033,P101,2024-12-17 15:58:46,35,2024-12-17 15:58:46
C044,P101,2023-09-27 06:25:37,48,2023-09-27 06:25:37
C024,P102,2024-11-14 12:05:39,21,2024-11-14 12:05:39
C001,P102,2023-01-09 12:21:32,37,2023-01-09 12:21:32
C050,P101,2023-08-24 01:04:45,24,2023-08-24 01:04:45
C018,P102,2023-02-11 00:58:52,24,2023-02-11 00:58:52
C040,P101,2023-09-04 00:15:52,42,2023-09-04 00:15:52
C004,P101,2023-03-12 01:48:39,18,2023-03-12 01:48:39
C038,P102,2023-11-29 17:44:48,13,2023-11-29 17:44:48
C040,P102,2024-03-23 18:44:38,26,2024-03-23 18:44:38
C005,P102,2023-01-06 11:14:20,8,2023-01-06 11:14:20
C042,P102,2023-06-13 13:22:48,24,2023-06-13 13:22:48
C010,P101,2024-04-15 10:47:03,25,2024-04-15 10:47:03
C034,P102,2024-04-06 17:58:01,9,2024-04-06 17:58:01
C014,P101,2024-07-31 22:55:05,28,2024-07-31 22:55:05
C014,P102,2023-09-28 09:58:32,5,2023-09-28 09:58:32
C047,P102,2024-08-08 13:59:39,19,2024-08-08 13:59:39
C027,P101,2024-11-13 06:39:12,39,2024-11-13 06:39:12
